time,StepCount,Activity Score (MET.s),AS,Sedentary Time (s),Upright Time (s),Stepping Time (s),Sedentary to Upright Movements,Upright to Sedentary Movements,Sum(abs(dChannel1)),Sum(abs(dChannel2)),Sum(abs(dChannel3)),
44583.67569,42,75.37714286,5.025142857,0,15,15,0,0,62631,30464,47909,
44583.66962,40,74.90357143,4.993571429,0,15,15,0,0,50809,25652,38883,
44583.69878,40,73.85428571,4.923619048,0,15,15,0,0,53665,29005,43852,
44583.68906,42,73.74285714,4.916190476,0,15,15,0,0,55690,27727,50319,
44583.69115,42,73.74285714,4.916190476,0,15,15,0,0,56107,30279,44360,
44583.66615,40,73.39,4.892666667,0,15,15,0,0,58327,28325,44479,
44583.67552,40,72.68,4.845333333,0,15,15,0,0,58578,24879,45183,
44583.67118,40,72.62857143,4.841904762,0,15,15,0,0,54059,26488,40974,
44583.67778,40,72.57142857,4.838095238,0,15,15,0,0,62939,31179,51032,
44583.67083,40,72.56666667,4.837777778,0,15,15,0,0,55980,24606,42110,
44583.6724,40,72.39642857,4.826428571,0,15,15,0,0,49229,25794,39467,
44583.68212,40,72.33142857,4.822095238,0,15,15,0,0,58374,28954,45973,
44587.66337,38,72.15584416,4.81038961,0,15,15,0,0,61046,29770,49557,
44583.66406,38,72.07142857,4.804761905,0,15,15,0,0,60168,31144,48476,
44583.67205,40,71.78666667,4.785777778,0,15,15,0,0,55875,25304,43491,
44583.68351,40,71.7,4.78,0,15,15,0,0,56038,29427,47886,
44583.66458,38,71.58181818,4.772121212,0,15,15,0,0,56929,23364,42607,
44583.67274,38,71.51428571,4.767619048,0,15,15,0,0,38970,27298,34133,
44583.69288,40,71.42142857,4.761428571,0,15,15,0,0,57701,28634,48906,
44583.67413,40,71.32857143,4.755238095,0,15,15,0,0,61560,27457,51262,
44583.70087,40,71.32857143,4.755238095,0,15,15,0,0,56517,28595,45457,
44583.68854,38,71.14285714,4.742857143,0,15,15,0,0,58694,30385,44752,
44583.68316,40,71.09642857,4.739761905,0,15,15,0,0,59900,28904,52825,
44583.66649,38,71.06857143,4.737904762,0,15,15,0,0,52831,26555,42373,
44583.67066,38,70.8952381,4.726349206,0,15,15,0,0,55822,23002,40740,
44583.67934,38,70.86428571,4.724285714,0,15,15,0,0,58788,31249,48656,
44583.66528,38,70.6025974,4.706839827,0,15,15,0,0,58312,24196,39344,
44583.68229,38,70.5012987,4.70008658,0,15,15,0,0,60779,28334,46590,
44583.66493,38,70.4,4.693333333,0,15,15,0,0,59437,29457,42497,
44583.67014,38,70.36363636,4.690909091,0,15,15,0,0,62745,27537,47499,
44583.67101,38,70.33809524,4.689206349,0,15,15,0,0,48341,27033,34585,
44583.66875,38,70.1974026,4.67982684,0,15,15,0,0,53659,28010,43314,
44583.66701,36,70.02857143,4.668571429,0,15,15,0,0,59952,25534,46900,
44587.64965,38,70.02857143,4.668571429,0,15,15,0,0,65428,44826,46148,
44583.69479,38,69.97142857,4.664761905,0,15,15,0,0,59237,30368,47336,
44583.67135,36,69.92727273,4.661818182,0,15,15,0,0,57173,24179,42236,
44583.67344,36,69.84285714,4.656190476,0,15,15,0,0,62674,27711,51775,
44587.66736,36,69.6,4.64,0,15,15,0,0,58702,32074,46045,
44583.68073,38,69.47142857,4.631428571,0,15,15,0,0,62655,28858,48341,
44587.66684,38,69.47142857,4.631428571,0,15,15,0,0,60565,30684,50172,
44583.6658,36,69.36590909,4.624393939,0,15,15,0,0,56409,27089,44495,
44583.68333,36,69.295,4.619666667,0,15,15,0,0,58953,30045,48461,
44583.68976,38,69.28571429,4.619047619,0,15,15,0,0,60212,34265,51205,
44583.69826,38,69.28571429,4.619047619,0,15,15,0,0,54317,35581,46230,
44587.65243,36,69.28571429,4.619047619,0,15,15,0,0,61973,35470,47670,
44583.68003,38,69.2,4.613333333,0,15,15,0,0,57077,25487,46451,
44583.6875,38,69.1,4.606666667,0,15,15,0,0,65217,32192,49758,
44587.67066,36,68.95555556,4.597037037,0,15,15,0,0,61989,30561,49591,
44583.68142,36,68.91428571,4.594285714,0,15,15,0,0,59709,28163,46418,
44583.6842,36,68.91428571,4.594285714,0,15,15,0,0,55378,28957,45845,
44583.68889,36,68.91428571,4.594285714,0,15,15,0,0,58433,29877,49176,
44583.68455,38,68.72857143,4.581904762,0,15,15,0,0,57170,31984,47129,
44583.67969,36,68.63571429,4.575714286,0,15,15,0,0,58041,27269,48407,
44583.68924,36,68.58,4.572,0,15,15,0,0,58944,31957,48895,
44583.69236,36,68.48714286,4.565809524,0,15,15,0,0,58527,29903,46622,
44583.66632,38,68.43142857,4.562095238,0,15,15,0,0,63909,26571,46004,
44583.69132,36,68.4,4.56,0,15,15,0,0,55675,31957,50379,
44583.70694,38,68.39090909,4.559393939,0,15,15,0,0,50324,29826,42418,
44583.68524,36,68.2,4.546666667,0,15,15,0,0,56402,27254,48899,
44583.69531,36,68.17142857,4.544761905,0,15,15,0,0,61966,31047,52857,
44583.6717,36,67.89285714,4.526190476,0,15,15,0,0,56783,29016,46256,
44583.66597,36,67.85909091,4.523939394,0,15,15,0,0,58825,27186,42855,
44583.68125,36,67.8,4.52,0,15,15,0,0,60862,28095,49650,
44583.68872,36,67.8,4.52,0,15,15,0,0,59292,29558,48920,
44587.65313,36,67.8,4.52,0,15,15,0,0,65327,36469,57075,
44587.65278,36,67.55714286,4.503809524,0,15,15,0,0,66101,30930,57425,
44583.67153,36,67.52987013,4.501991342,0,15,15,0,0,59625,27013,50788,
44583.67049,36,67.42857143,4.495238095,0,15,15,0,0,58857,27509,41895,
44583.67222,34,67.42857143,4.495238095,0,15,15,0,0,50449,24597,41608,
44583.67865,36,67.42857143,4.495238095,0,15,15,0,0,60255,28254,51583,
44587.65069,36,67.42857143,4.495238095,0,15,15,0,0,64793,34943,55358,
44587.65208,36,67.42857143,4.495238095,0,15,15,0,0,66281,44097,56102,
44587.66406,36,67.4,4.493333333,0,15,15,0,0,61483,29685,50917,
44587.66615,36,67.15714286,4.477142857,0,15,15,0,0,63669,29986,51592,
44583.6691,34,67.05714286,4.47047619,0,15,15,0,0,55337,25416,43291,
44583.69028,34,67.05714286,4.47047619,0,15,15,0,0,58551,31220,49505,
44587.66563,36,67.05714286,4.47047619,0,15,15,0,0,60365,32581,51187,
44583.66563,36,67.01071429,4.467380952,0,15,15,0,0,54950,27886,43213,
44583.67448,36,66.94285714,4.462857143,0,15,15,0,0,63284,28873,52817,
44583.6809,36,66.87142857,4.458095238,0,15,15,0,0,62793,29158,49570,
44583.68403,36,66.87142857,4.458095238,0,15,15,0,0,64352,30741,53351,
44587.65677,34,66.77857143,4.451904762,0,15,15,0,0,63673,30628,54320,
44587.6526,36,66.74285714,4.44952381,0,15,15,0,0,66709,37909,55848,
44583.70156,36,66.68571429,4.445714286,0,15,15,0,0,54691,30858,47845,
44587.65851,36,66.68571429,4.445714286,0,15,15,0,0,61004,29165,52374,
44583.68507,34,66.675,4.445,0,15,15,0,0,54330,28795,48392,
44587.65017,36,66.61142857,4.440761905,0,15,15,0,0,69205,38178,50970,
44583.70417,36,66.57142857,4.438095238,0,15,15,0,0,60046,33682,50028,
44583.70122,34,66.565,4.437666667,0,15,15,0,0,57544,29773,48276,
44587.67205,36,66.54642857,4.436428571,0,15,15,0,0,59000,31312,44074,
44583.66892,36,66.51688312,4.434458874,0,15,15,0,0,47165,24275,36487,
44583.66753,36,66.5,4.433333333,0,15,15,0,0,57651,30283,42567,
44583.69792,36,66.35142857,4.423428571,0,15,15,0,0,57591,29080,49647,
44583.67882,36,66.31428571,4.420952381,0,15,15,0,0,60527,28109,47867,
44587.66354,36,66.31428571,4.420952381,0,15,15,0,0,60931,30615,51781,
44583.67639,34,66.3,4.42,0,15,15,0,0,60087,28182,52352,
44587.65122,36,66.17142857,4.411428571,0,15,15,0,0,65932,35967,53427,
44583.67535,34,66.11428571,4.407619048,0,15,15,0,0,60579,29395,47838,
44583.6651,34,65.94285714,4.396190476,0,15,15,0,0,59821,24719,39952,
44583.66979,36,65.94285714,4.396190476,0,15,15,0,0,34325,19111,26060,
44583.67587,36,65.94285714,4.396190476,0,15,15,0,0,61322,27724,53145,
44583.68819,34,65.94285714,4.396190476,0,15,15,0,0,58313,29455,47851,
44583.69219,34,65.94285714,4.396190476,0,15,15,0,0,58822,30201,52179,
44583.69861,34,65.94285714,4.396190476,0,15,15,0,0,51106,28170,45522,
44587.65139,34,65.9,4.393333333,0,15,15,0,0,59582,31839,47482,
44583.6849,36,65.89642857,4.393095238,0,15,15,0,0,59407,29292,49205,
44583.68056,34,65.75714286,4.383809524,0,15,15,0,0,58411,26037,49149,
44583.68177,34,65.75714286,4.383809524,0,15,15,0,0,59443,28032,49468,
44583.69167,36,65.64571429,4.376380952,0,15,15,0,0,54142,33616,44986,
44583.67604,34,65.6,4.373333333,0,15,15,0,0,63305,30602,50128,
44583.68542,36,65.6,4.373333333,0,15,15,0,0,60081,26757,51112,
44583.68247,34,65.59393939,4.372929293,0,15,15,0,0,60268,27610,47831,
44583.6974,36,65.57142857,4.371428571,0,15,15,0,0,62964,36017,51979,
44583.70521,36,65.57142857,4.371428571,0,15,15,0,0,31926,22174,29631,
44587.65868,34,65.57142857,4.371428571,0,15,15,0,0,62601,32098,52224,
44587.6625,34,65.57142857,4.371428571,0,15,15,0,0,59290,29264,48735,
44583.6684,34,65.525,4.368333333,0,15,15,0,0,59910,25919,46656,
44583.66389,34,65.43214286,4.362142857,0,15,15,0,0,59583,34169,42815,
44583.67795,34,65.42857143,4.361904762,0,15,15,0,0,58844,30225,48519,
44583.68038,34,65.38571429,4.359047619,0,15,15,0,0,56362,25190,45007,
44583.6941,34,65.31428571,4.354285714,0,15,15,0,0,59412,29945,47814,
44583.66771,34,65.31142857,4.354095238,0,15,15,0,0,58616,27627,48902,
44587.66788,34,65.28571429,4.352380952,0,15,15,0,0,54902,35693,47199,
44583.66719,34,65.2,4.346666667,0,15,15,0,0,59629,30029,43401,
44583.66806,34,65.2,4.346666667,0,15,15,0,0,57337,29075,43947,
44583.68576,34,65.2,4.346666667,0,15,15,0,0,60649,28454,50749,
44587.65191,34,65.2,4.346666667,0,15,15,0,0,68634,39111,57022,
44587.65434,34,65.2,4.346666667,0,15,15,0,0,66661,31725,58694,
44587.64948,34,65.13809524,4.342539683,0,15,15,0,0,53879,31881,33807,
44587.65816,34,65.10714286,4.34047619,0,15,15,0,0,63009,33795,54763,
44583.66997,34,65.06493506,4.337662338,0,15,15,0,0,59463,29380,48665,
44587.66372,34,65.05714286,4.337142857,0,15,15,0,0,65735,31813,55230,
44583.67726,34,65.05142857,4.336761905,0,15,15,0,0,60712,28451,47756,
44587.66302,34,65.03116883,4.335411255,0,15,15,0,0,33523,17126,26193,
44583.70434,34,64.94285714,4.32952381,0,15,15,0,0,59195,34852,51901,
44583.67986,34,64.85,4.323333333,0,15,15,0,0,56769,27369,48226,
44583.69653,34,64.85,4.323333333,0,15,15,0,0,56124,32444,44972,
44583.70069,32,64.82857143,4.321904762,0,15,15,0,0,52877,34665,45399,
44583.70451,34,64.82857143,4.321904762,0,15,15,0,0,54957,30623,46428,
44587.65417,34,64.82857143,4.321904762,0,15,15,0,0,68062,36976,57770,
44587.67222,34,64.82857143,4.321904762,0,15,15,0,0,60784,35101,49956,
44583.68281,34,64.82,4.321333333,0,15,15,0,0,58586,28132,45554,
44583.67257,34,64.68928571,4.312619048,0,15,15,0,0,45279,24872,34773,
44587.65469,34,64.65714286,4.31047619,0,15,15,0,0,67807,33736,55226,
44583.70191,34,64.64285714,4.30952381,0,15,15,0,0,54404,35010,46161,
44583.68663,34,64.48571429,4.299047619,0,15,15,0,0,62168,27909,53501,
44583.68837,34,64.45714286,4.297142857,0,15,15,0,0,59623,30776,48982,
44583.69271,32,64.45714286,4.297142857,0,15,15,0,0,61077,31391,50760,
44587.65625,34,64.45714286,4.297142857,0,15,15,0,0,62088,31241,54584,
44587.6566,34,64.45714286,4.297142857,0,15,15,0,0,61558,32777,53111,
44587.65955,34,64.45714286,4.297142857,0,15,15,0,0,62741,32477,54340,
44587.6658,32,64.45714286,4.297142857,0,15,15,0,0,63647,33945,53987,
44587.66701,32,64.45714286,4.297142857,0,15,15,0,0,67247,31098,56391,
44587.67604,32,64.45714286,4.297142857,0,15,15,0,0,62351,31907,52419,
44583.66441,34,64.42,4.294666667,0,15,15,0,0,51404,25452,39158,
44583.70556,34,64.4,4.293333333,0,15,15,0,0,46976,32925,39519,
44587.67083,34,64.36944444,4.291296296,0,15,15,0,0,59081,31992,48737,
44582.43993,32,64.36222222,4.290814815,0,15,15,0,0,42484,29737,33802,
44583.69149,32,64.34,4.289333333,0,15,15,0,0,58221,33163,48733,
44589.40816,34,64.33333333,4.288888889,0,15,15,0,0,33438,17584,24115,
44587.67188,32,64.225,4.281666667,0,15,15,0,0,57555,30288,48284,
44587.66319,34,64.18701299,4.279134199,0,15,15,0,0,55728,27522,46697,
44583.69253,34,64.14142857,4.276095238,0,15,15,0,0,58694,32563,47949,
44583.67396,32,64.13214286,4.27547619,0,15,15,0,0,63334,29714,52204,
44583.67292,34,64.08571429,4.272380952,0,15,15,0,0,55313,28389,44253,
44583.68472,32,64.08571429,4.272380952,0,15,15,0,0,62296,30602,50124,
44583.69201,34,64.08571429,4.272380952,0,15,15,0,0,58497,30149,48688,
44583.69427,34,64.08571429,4.272380952,0,15,15,0,0,57539,32068,48513,
44587.66528,32,64.08571429,4.272380952,0,15,15,0,0,63467,29292,48938,
44587.67622,34,64.08571429,4.272380952,0,15,15,0,0,59146,31147,48966,
44583.66476,34,64.01818182,4.267878788,0,15,15,0,0,60095,25891,44046,
44583.66684,34,64,4.266666667,0,15,15,0,0,58667,27110,48915,
44587.65486,34,63.94285714,4.262857143,0,15,15,0,0,64833,33146,58454,
44583.68438,32,63.9,4.26,0,15,15,0,0,62977,30737,50421,
44583.68715,34,63.9,4.26,0,15,15,0,0,62415,31842,52059,
44584.66684,34,63.9,4.26,0,15,15,0,0,29150,18705,26073,
44589.4158,34,63.9,4.26,0,15,15,0,0,26292,18614,22177,
44587.6684,34,63.86285714,4.25752381,0,15,15,0,0,60839,30989,51269,
44584.65764,32,63.84222222,4.256148148,0,15,15,0,0,29093,19250,23986,
44583.70712,32,63.8,4.253333333,0,15,15,0,0,63994,30952,49953,
44584.69566,34,63.75555556,4.25037037,0,15,15,0,0,26000,22982,24782,
44589.40833,32,63.75555556,4.25037037,0,15,15,0,0,35151,19200,22216,
44589.41406,32,63.75555556,4.25037037,0,15,15,0,0,29893,15977,23005,
44583.66424,34,63.75142857,4.250095238,0,15,15,0,0,56949,30036,40789,
44583.68108,32,63.71428571,4.247619048,0,15,15,0,0,61724,29751,49739,
44583.69097,32,63.71428571,4.247619048,0,15,15,0,0,60676,32464,49818,
44587.66771,32,63.71428571,4.247619048,0,15,15,0,0,58855,33328,47611,
44584.60069,34,63.66888889,4.244592593,0,15,15,0,0,23257,15827,19933,
44583.66944,34,63.66785714,4.24452381,0,15,15,0,0,57710,25539,41121,
44583.67378,34,63.66785714,4.24452381,0,15,15,0,0,60530,27998,51920,
44583.70469,32,63.62857143,4.241904762,0,15,15,0,0,59154,31670,50802,
44583.6783,34,63.62142857,4.241428571,0,15,15,0,0,62691,31117,51276,
44583.67483,32,63.59047619,4.239365079,0,15,15,0,0,61203,29623,48955,
44583.69184,32,63.52857143,4.235238095,0,15,15,0,0,55674,30430,45018,
44583.70226,32,63.52444444,4.234962963,0,15,15,0,0,19030,12633,21934,
44584.65781,34,63.46666667,4.231111111,0,15,15,0,0,26566,19205,22993,
44589.40799,32,63.46666667,4.231111111,0,15,15,0,0,34647,16800,25346,
44583.6967,32,63.45526316,4.230350877,0,15,15,0,0,56339,33211,46840,
44587.67743,34,63.4047619,4.226984127,0,15,15,0,0,62622,31921,49391,
44584.65799,32,63.35111111,4.223407407,0,15,15,0,0,29184,17019,24546,
44583.67899,32,63.34285714,4.222857143,0,15,15,0,0,58677,30269,47230,
44583.68559,32,63.34285714,4.222857143,0,15,15,0,0,54717,24232,49244,
44583.68958,32,63.34285714,4.222857143,0,15,15,0,0,58659,29456,49771,
44583.69462,32,63.34285714,4.222857143,0,15,15,0,0,58385,28417,48241,
44583.69844,32,63.34285714,4.222857143,0,15,15,0,0,53472,29276,44161,
44587.65052,32,63.34285714,4.222857143,0,15,15,0,0,64050,40620,48952,
44583.68021,32,63.31428571,4.220952381,0,15,15,0,0,60154,27892,48733,
44584.65816,32,63.185,4.212333333,0,15,15,0,0,26112,18682,23457,
44589.40729,32,63.17777778,4.211851852,0,15,15,0,0,34671,18723,22311,
44589.41389,34,63.17777778,4.211851852,0,15,15,0,0,24735,17998,22162,
44583.67743,32,63.12,4.208,0,15,15,0,0,61376,28480,50739,
44583.66788,32,63.04571429,4.203047619,0,15,15,0,0,56043,27024,44873,
44583.7033,32,63.04571429,4.203047619,0,15,15,0,0,62252,31708,49430,
44587.65035,32,63.04571429,4.203047619,0,15,15,0,0,66760,39278,48796,
44584.69583,32,63.03333333,4.202222222,0,15,15,0,0,24695,16800,23919,
44583.70104,32,63.01785714,4.201190476,0,15,15,0,0,57812,31794,50354,
44583.69809,32,62.93428571,4.195619048,0,15,15,0,0,58545,29222,47704,
44589.41545,32,62.88888889,4.192592593,0,15,15,0,0,29940,18157,25342,
44589.41424,32,62.84444444,4.18962963,0,15,15,0,0,24371,15758,20444,
44583.69618,32,62.82285714,4.188190476,0,15,15,0,0,53241,30782,43352,
44587.65556,32,62.74285714,4.182857143,0,15,15,0,0,65229,33870,50784,
44587.66233,32,62.74285714,4.182857143,0,15,15,0,0,65425,32747,55409,
44583.66823,32,62.73928571,4.182619048,0,15,15,0,0,58487,27348,46408,
44582.46476,32,62.71555556,4.181037037,0,15,15,0,0,29443,14319,23776,
44584.65868,32,62.71555556,4.181037037,0,15,15,0,0,30956,18800,24306,
44584.65833,32,62.70833333,4.180555556,0,15,15,0,0,27361,16381,23305,
44589.41337,32,62.68666667,4.179111111,0,15,15,0,0,27736,14988,23991,
44587.65521,32,62.6,4.173333333,0,15,15,0,0,65495,33803,56906,
44589.41319,32,62.6,4.173333333,0,15,15,0,0,31047,16049,24649,
44589.41372,32,62.6,4.173333333,0,15,15,0,0,24824,15650,24902,
44583.70365,32,62.58571429,4.172380952,0,15,15,0,0,57354,34074,49194,
44583.68941,32,62.56285714,4.170857143,0,15,15,0,0,59387,30424,50789,
44583.70642,32,62.54285714,4.16952381,0,15,15,0,0,61908,32090,53543,
44587.67569,32,62.52571429,4.168380952,0,15,15,0,0,56205,38880,44457,
44583.66858,32,62.50714286,4.167142857,0,15,15,0,0,58166,25912,43855,
44583.68993,32,62.49753695,4.166502463,0,15,15,0,0,58828,30463,48881,
44589.41476,32,62.45555556,4.163703704,0,15,15,0,0,25015,15315,20983,
44589.41493,32,62.45555556,4.163703704,0,15,15,0,0,33875,17680,21631,
44583.69358,32,62.42857143,4.161904762,0,15,15,0,0,58275,30219,51411,
44587.66024,32,62.4,4.16,0,15,15,0,0,63981,36192,53674,
44589.41563,32,62.36888889,4.157925926,0,15,15,0,0,26302,16137,23412,
44584.66667,32,62.34,4.156,0,15,15,0,0,32475,17331,25817,
44584.69601,32,62.34,4.156,0,15,15,0,0,24286,15357,22201,
44587.66198,30,62.34,4.156,0,15,15,0,0,60485,34938,50439,
44584.65851,32,62.31111111,4.154074074,0,15,15,0,0,26332,16663,20776,
44589.40764,32,62.31111111,4.154074074,0,15,15,0,0,31507,18109,24755,
44589.40781,32,62.31111111,4.154074074,0,15,15,0,0,31974,17065,23123,
44583.68785,32,62.25952381,4.150634921,0,15,15,0,0,59780,30009,53092,
44587.65573,32,62.25714286,4.15047619,0,15,15,0,0,65910,36485,56762,
44583.70243,32,62.25333333,4.150222222,0,15,15,0,0,19341,14948,19686,
44583.66927,32,62.22857143,4.148571429,0,15,15,0,0,55299,24312,43740,
44583.67691,30,62.22857143,4.148571429,0,15,15,0,0,64091,29638,52908,
44583.69514,32,62.22857143,4.148571429,0,15,15,0,0,59213,30700,48679,
44587.66007,32,62.2,4.146666667,0,15,15,0,0,65671,33106,56595,
44583.7026,32,62.16666667,4.144444444,0,15,15,0,0,20143,14339,22555,
44584.66632,32,62.12727273,4.141818182,0,15,15,0,0,28978,19008,24868,
44583.6776,32,62.1,4.14,0,15,15,0,0,62991,29663,50903,
44582.46267,32,62.08,4.138666667,0,15,15,0,0,27840,15475,25651,
44587.67396,32,62.03308271,4.135538847,0,15,15,0,0,60219,34195,48913,
44587.65608,30,62.02857143,4.135238095,0,15,15,0,0,63573,29500,55231,
44584.66701,30,62.02222222,4.134814815,0,15,15,0,0,28470,20605,24428,
44589.40747,32,62.02222222,4.134814815,0,15,15,0,0,27669,18246,22880,
44583.67517,32,62.00571429,4.133714286,0,15,15,0,0,58305,26008,46056,
44587.65729,32,62.00571429,4.133714286,0,15,15,0,0,64145,30162,53824,
44587.66649,32,62.00571429,4.133714286,0,15,15,0,0,58552,33607,48908,
44589.41458,32,61.96444444,4.130962963,0,15,15,0,0,25132,16001,20704,
44583.69306,32,61.95,4.13,0,15,15,0,0,58695,29106,51839,
44587.6717,32,61.95,4.13,0,15,15,0,0,61821,33612,54085,
44589.41302,32,61.93555556,4.129037037,0,15,15,0,0,28261,15150,23025,
44583.70208,32,61.8984127,4.126560847,0,15,15,0,0,20920,13526,20031,
44584.70538,32,61.87777778,4.125185185,0,15,15,0,0,35384,31113,26762,
44584.70556,32,61.87777778,4.125185185,0,15,15,0,0,36014,24267,24627,
44583.69705,32,61.85714286,4.123809524,0,15,15,0,0,61289,34547,48575,
44583.70608,30,61.85714286,4.123809524,0,15,15,0,0,55758,31443,45464,
44587.65972,32,61.85714286,4.123809524,0,15,15,0,0,62245,33491,51496,
44589.41597,32,61.82,4.121333333,0,15,15,0,0,27605,15806,21943,
44583.69549,32,61.80142857,4.120095238,0,15,15,0,0,58657,30066,47936,
44583.68194,32,61.78285714,4.118857143,0,15,15,0,0,59946,27016,52572,
44583.67951,32,61.76428571,4.117619048,0,15,15,0,0,64792,29256,52412,
44587.67535,32,61.71428571,4.114285714,0,15,15,0,0,55331,36726,47570,
44587.66441,32,61.68571429,4.112380952,0,15,15,0,0,60181,28096,51367,
44587.65712,30,61.68,4.112,0,15,15,0,0,64693,30367,55191,
44587.6724,30,61.67142857,4.111428571,0,15,15,0,0,65027,36360,52999,
44584.65972,32,61.58888889,4.105925926,0,15,15,0,0,28766,17265,22720,
44584.65885,32,61.56,4.104,0,15,15,0,0,24012,16656,21722,
44584.6592,32,61.56,4.104,0,15,15,0,0,29542,17292,19717,
44584.66649,30,61.56,4.104,0,15,15,0,0,29381,15319,23163,
44584.7059,32,61.56,4.104,0,15,15,0,0,26716,18263,19136,
44583.70625,32,61.54285714,4.102857143,0,15,15,0,0,65278,32595,53610,
44583.69323,30,61.48571429,4.099047619,0,15,15,0,0,57453,29777,46347,
44583.69375,32,61.48571429,4.099047619,0,15,15,0,0,53950,30358,46589,
44583.69583,32,61.48571429,4.099047619,0,15,15,0,0,52947,34941,45005,
44584.70486,32,61.44,4.096,0,15,15,0,0,22221,19660,18370,
44583.68698,30,61.42857143,4.095238095,0,15,15,0,0,61290,30915,53068,
44582.44219,32,61.41555556,4.09437037,0,15,15,0,0,24583,14797,22875,
44587.67118,32,61.365,4.091,0,15,15,0,0,62991,32391,54139,
44583.70399,30,61.36190476,4.090793651,0,15,15,0,0,57535,31874,46954,
44583.7066,30,61.33714286,4.089142857,0,15,15,0,0,37425,22603,28309,
44583.70035,30,61.32727273,4.088484848,0,15,15,0,0,55691,31502,45456,
44583.67708,32,61.3,4.086666667,0,15,15,0,0,63226,32495,53051,
44584.60104,32,61.3,4.086666667,0,15,15,0,0,18747,13231,19298,
44584.65903,30,61.3,4.086666667,0,15,15,0,0,25236,17114,19424,
44584.7151,30,61.3,4.086666667,0,15,15,0,0,27579,15050,23101,
44584.60087,30,61.27111111,4.084740741,0,15,15,0,0,19974,14473,18569,
44584.70573,30,61.24222222,4.082814815,0,15,15,0,0,26214,17897,17446,
44582.4724,30,61.235,4.082333333,0,15,15,0,0,26341,13510,23109,
44583.69774,30,61.22857143,4.081904762,0,15,15,0,0,61970,32426,49442,
44583.67847,30,61.20714286,4.08047619,0,15,15,0,0,60360,29823,52349,
44582.44236,30,61.18444444,4.078962963,0,15,15,0,0,21548,14340,21315,
44587.67153,32,61.17,4.078,0,15,15,0,0,60954,33749,55150,
44589.41354,30,61.15555556,4.077037037,0,15,15,0,0,22447,15664,20389,
44582.46233,32,61.12666667,4.075111111,0,15,15,0,0,31701,14392,27889,
44583.70764,30,61.12666667,4.075111111,0,15,15,0,0,58980,31936,47367,
44589.41285,30,61.11944444,4.07462963,0,15,15,0,0,25468,14697,19381,
44583.675,30,61.08952381,4.072634921,0,15,15,0,0,59335,28891,48647,
44587.65087,32,61.08952381,4.072634921,0,15,15,0,0,63005,35373,50704,
44582.46354,30,61.08727273,4.072484848,0,15,15,0,0,30971,13464,24039,
44583.66372,32,61.06785714,4.071190476,0,15,15,0,0,57883,25427,43444,
44582.4625,30,61.04,4.069333333,0,15,15,0,0,23287,13215,20436,
44583.70781,32,61.04,4.069333333,0,15,15,0,0,53841,33441,45890,
44583.69757,30,61,4.066666667,0,15,15,0,0,63519,34395,53564,
44582.46406,32,60.95333333,4.063555556,0,15,15,0,0,28267,14532,23550,
44583.70799,30,60.94545455,4.063030303,0,15,15,0,0,21672,14204,17416,
44582.44045,30,60.92444444,4.06162963,0,15,15,0,0,27539,11255,21892,
44589.4151,30,60.92444444,4.06162963,0,15,15,0,0,23667,14867,20839,
44584.66719,32,60.83777778,4.055851852,0,15,15,0,0,24508,13819,20420,
44587.66979,32,60.83777778,4.055851852,0,15,15,0,0,19594,12381,19958,
44587.66753,32,60.8,4.053333333,0,15,15,0,0,60772,35115,48089,
44582.4434,30,60.78,4.052,0,15,15,0,0,25548,14723,23779,
44582.46458,30,60.78,4.052,0,15,15,0,0,24443,13532,21175,
44583.69948,32,60.78,4.052,0,15,15,0,0,20673,12449,20975,
44584.70608,30,60.78,4.052,0,15,15,0,0,21659,16229,17818,
44587.6776,30,60.76666667,4.051111111,0,15,15,0,0,66734,32925,51437,
44583.67917,30,60.74285714,4.04952381,0,15,15,0,0,58976,27682,45716,
44587.66719,32,60.74285714,4.04952381,0,15,15,0,0,60088,34355,44960,
44589.41441,30,60.68,4.045333333,0,15,15,0,0,29834,17767,21396,
44587.67309,32,60.65,4.043333333,0,15,15,0,0,54248,34134,45933,
44582.44288,30,60.60666667,4.040444444,0,15,15,0,0,22596,15630,23434,
44587.66892,30,60.59428571,4.039619048,0,15,15,0,0,26481,15513,22457,
44582.47222,30,60.56727273,4.037818182,0,15,15,0,0,26856,11915,20876,
44583.67031,30,60.54285714,4.036190476,0,15,15,0,0,59897,27656,49599,
44587.66285,30,60.54025974,4.036017316,0,15,15,0,0,22630,13939,20324,
44582.44323,30,60.52,4.034666667,0,15,15,0,0,25025,14330,22299,
44582.46372,30,60.52,4.034666667,0,15,15,0,0,23369,12013,21212,
44587.67031,30,60.52,4.034666667,0,15,15,0,0,18965,11790,19715,
44587.65503,30,60.51428571,4.034285714,0,15,15,0,0,63168,34120,54027,
44587.66042,30,60.5,4.033333333,0,15,15,0,0,65081,32522,53480,
44582.46302,32,60.47272727,4.031515152,0,15,15,0,0,27843,14158,23534,
44583.70052,32,60.47272727,4.031515152,0,15,15,0,0,53928,32991,48068,
44584.65955,30,60.43333333,4.028888889,0,15,15,0,0,22460,19186,18365,
44583.69497,30,60.42857143,4.028571429,0,15,15,0,0,59490,29199,51108,
44582.44253,30,60.37555556,4.025037037,0,15,15,0,0,27353,16398,20746,
44582.46424,30,60.34666667,4.023111111,0,15,15,0,0,25270,12692,22954,
